Title;Artist;YearA Monster Like Me;Kjetil Mørland & Debrah Scarlett;2016;
Sorry;Jonas Brothers;2012;
Super Trouper;A*Teens;1999;
Super Bass;Nicki Minaj;2010;
Save Me;Nicki Minaj;2010;
Stupid Hoe;Nicki Minaj;2012;
Starships;Nicki Minaj;2012;
Sleigh Ride;(Xmas) Andy Williams;1963;
Son of Man;Tarzan;1999;
Smack;3 Doors Down;2000;
Stranger In A Strange Land;30 Seconds to Mars;2009;
Search & Destroy;30 Seconds to Mars;2009;
Savior;30 Seconds to Mars;2005;
Starstrukk;3OH!3 & Katy Perry;2008;
Stay;Zedd & Alessia Cara;2007;
Só Tu Podes Alcançar;4 Taste;2006;
Sempre Que Te Vejo;4 Taste;2006;
Stand By Me;4 The Cause;1998;
So What;P!nk;2019;
Stupid Girls;P!nk;2006;
Sei un mito;883;2000;
Sei un mito;883;2000;
Senza averti qui;883;2000;
Since U Been Gone;A Day to Remember;2011;
Sticks & Bricks;A Day to Remember;2011;
Space Age Love Song;A Flock of Seagulls;2003;
Say Something;A Great Big World & Christina Aguilera;2013;
Shallow (A Star Is Born);Riverfront Studio Singers & Lady Gaga;2018;
Sure Fire Winners;Adam Lambert;2009;
Stop Loving You;Toto;2014;
Stay on These Roads;A-Ha;1991;
Summer Moved On;A-Ha;2018;
Summer Moved On;A-Ha;2018;
Somebody Told Me;The Killers;2009;
Spaceman;The Killers;2013;
Smile Like You Mean It;The Killers;2013;
Same Old Brand New You;A1;2009;
Super Trouper;ABBA;2014;
S.O.S.;ABBA;2014;
Summer Night City;ABBA;2014;
Samsonrock;Samson & Gert;1991;
Soldiers;ABBA;2001;
Suzy Hang Around;ABBA;2014;
Slipping Through My Fingers;ABBA;2012;
So Long;ABBA;2014;
Slaapwals;Bart Peeters;2011;
Sk8er Boi;Avril Lavigne;2002;
Smile;Avril Lavigne;2011;
Someone Like You;Adele;2011;
Skyfall (Full Length);Adele;2012;
Steampunk Revolution;Abney Park;2014;
Swallowed in the Sea;Coldplay;2005;
Speed of Sound;Coldplay;2005;
Shiver;Coldplay;2000;
Strawberry Swing;Coldplay;2008;
Somewhere in Brooklyn;Bruno Mars;2010;
Summer;Calvin Harris;2014;
Sleeping in My Car;Roxette;2009;
Stiff Upper Lip;AC/DC;2000;
SexyBack;Justin Timberlake;2006;
Summer Love;Justin Timberlake;2006;
Smooth Criminal;Michael Jackson;2015;
Something To Dance For;Zendaya & Bella Thorne;2012;
Sexy sexy lover;Modern Talking;1999;
Secret Agent Man;Johnny Rivers;1966;
State of Love and Trust;Pearl Jam;1991;
Sign Of The Times;The Belle Stars;1983;
Sunflower;Post Malone & Swae Lee;2018;
Senza una donna;Zucchero;1987;
Sink the pink;AC/DC;1985;
Sconosciuti da una vita;J-Ax & Fedez;2018;
Senza Pagare;J-AxT-Pain & Fedez;2017;
Soldat;Aya Nakamura;2019;
Schatzi bitte loss mi ned im Wohnzimmer schlofn;Norbert Schneider;2018;
So Am I;Ava Max;2019;
Something's Gotten Hold Of My Heart;Marc Almond & Gene Pitney;1989;
Svalutation;Adriano Celentano;1976;
Sayonara monsieur Kung Fu;Atsuko;1981;
Si exceptionnel;Andrée Watters;2003;
Seul;Don Juan;2003;
Savior;Anggun;2005;
Speak Softly Love;Andy Williams;1972;
Senza Pensieri;Fabio RovazziJ-Ax & Loredana Berte;2019;
Sofia;Alvaro Soler;2016;
Satisfaction;Benassi Bros;2002;
Svalutation;Francesco Gabbani;2012;
Salama ya salama;Dalida;1978;
SOS;Avicii;2019;
Something deep inside;Billie Piper;2000;
Sempre Noi;Max Pezzali & J-Ax;2012;
Super Clash;Fatal Bazooka & Chris Prolls;2010;
Supernature;Cerrone;1977;
S.O.S.;Cher;2018;
Steamy Windows;Tina Turner;1989;
Take Me In Your Arms;Lil Suzy;1991;
The Great Beyond;R.E.M.;1999;
Tennessee;Silver Jews;2001;
Tonight;Jonas Brothers;2008;
Turn Right;Jonas Brothers;2009;
The;The Greatest Showman;2017;
This is me;The Greatest Showman;2017;
The Night Is Still Young;Nicki Minaj;2014;
Toveren;K3;2001;
Tarzan & Jane;Toy-Box;1999;
The Most Certain Sure;!!! chkchkchk;2010;
Trinity;009 Sound System;2009;
The Things We Do for Love;Radio Globo;1977;
Time Machine;1640mP & Hatsune Miku;2010;
Tribal Dance;2 Unlimited;1993;
This Is War;30 Seconds to Mars;2009;
The Kill;30 Seconds to Mars;2005;
The Fantasy;30 Seconds to Mars;2005;
Touchin´ On My;3OH!3;2010;
Tiquila;The Champs;1993;
Take On Me;A-Ha;1985;
Try;P!nk;2012;
Tieni il tempo;883;2000;
The Downfall of Us All;A Day to Remember;2011;
The Noose;A Perfect Circle;2003;
The Outsider;A Perfect Circle;2003;
Touch me;A-Ha;1985;
Ten Feet Tall;Afrojack & Wrabel;2014;
The Spark;Afrojack & Spree Wilson;2013;
Touchy!;A-Ha;1988;
The Living Daylights;A-Ha;2010;
Try Again;Aaliyah;2019;
The Day Before You Came;ABBA;2014;
Take A Chance On Me;ABBA;2014;
The Name of the Game;ABBA;2008;
Tiger;ABBA;2001;
That's Me;ABBA;2014;
Thank You For The Music;ABBA;2001;
The Winner Takes It All;ABBA;2014;
The Visitors;ABBA;2014;
The Nights;Avicii;2014;
The Nights;Avicii;2014;
The Look Of Love;ABC;2008;
T.N.T.;AC/DC;1992;
Trouble;Coldplay;2000;
The Scientist;Coldplay;2002;
Talk;Coldplay;2005;
The Hardest Part;Coldplay;2005;
Things We Lost In The Fire;Bastille;2013;
This Love;Maroon 5;2012;
Talking to the Moon;Bruno Mars;2010;
That's What I Like;Bruno Mars;2016;
Treasure;Bruno Mars;2012;
The Lazy Song;Bruno Mars;2010;
Take It Off;Ke$ha;2010;
The Sign;Ace of Base;2015;
The first the last eternity;Snap! & Summer;1994;
The Day I Tried To Live;Soundgarden;1994;
Tutto Molto Interessante;Fabio Rovazzi;2016;
Tourner les serviettes;Patrick Sébastien;2000;
Toy;Netta;2018;
The Rhythm Of The Night;Corona;1995;
Tombé;Matt Pokora;2019;
Tonton du bled;113;1999;
Tutto tua madre;J-Ax;2019;
Tuvaferkwa !;Fatal Bazooka;2010;
Them Bones;Alice in chains;1992;
Toujours là pour toi;2Be3;1996;
Tout de moi;Andrée Watters;2011;
The Adventure;Angels & Airwaves;2006;
The Chain;Fleetwood Mac;1977;
Thriller;Michael Jackson;1982;
Thriller (Steve Aoki Midnight Hour Remix);Michael Jackson & Steve Aoki;2017;
That'll Be The Day;Buddy Holly;1958;
Tombe la neige;Adamo;1976;
The Rhythm of the night;Chris Garcia;2010;
The Rhythm of the night;Chris Garcia;2010;
Tubthumping;Chumbawamba;1997;
Tubthumping (French mix);Chumbawamba;1997;
Tu es comme ça;Marilou Bourdon & Garou;2005;
Time in a Bottle;Jim Croce;1978;
Tequila e san miguel;Loredana Berte;2019;
The best;Tina Turner;1989;
The Shoop Shoop Song (It's in His Kiss);Cher;1990;
Trampoline;Shaed & Zayn;2018;
Toutes les machines ont un coeur;Maëlle;2019;
Tiago;Kendji Girac;2018;
Torn;Ava Max;2019;
Thunderclouds;LSD;2018;
Toss a Coin to Your Witcher;Jaskier;2019;
The best in me;Tom Leeb;2020;
Thunderstruck;AC/DC;1990;
Toot toot premiere fois;Les Charlots;1986;
The Ballroom Blitz;The Sweet;1974;
The Girl And The Robot;Röyksopp & Robyn;2009;
Think About Us;Little Mix & Ty Dolla $ign;2018;
Too Much;Spice Girls;1997;
Te enojai por todo;Sinergia;2007;
Tombé;M. Pokora;2019;
Two Man Gang;Les Big Byrd;2017;
Upside Down;A*Teens;2001;
Una canzone d'amore;883;2000;
U-Turn (Lili);Aaron;2008;
Under Attack;ABBA;2014;
Uptown Girl;Billy Joel;2006;
Up&Up;Coldplay;2015;
Up in Flames;Coldplay;2011;
Underwater;MIKA;2012;
Une petite pipe;Patrick Sébastien;2015;
Uh uh;Adriano Celentano;1982;
Überlin;R.E.M.;2011;
Uh la la la;Alexia;1997;
Unstoppable;Sia;2016;
Un'altra volta da rischiare;Ermal Meta & J-Ax;2019;
Un'altra volta da rischiare;Ermal Meta & J-Ax;2019;
Universe On Fire;Gloryhammer;2015;
Un beso y una flor;Los mox!;1999;
Une Bague Un Collier;Ringo;1973;
Una vita in vacanza;Lo Stato Sociale;2016;
Unity;Nadiya;2017;
Unikat;SDP;2019;
Un po' come la vita;Briga;2019;
Un clair de lune a Maubeuge;Bourvil;2014;
un clair de Lune a Maubeuge;Pierre Perrin;2014;
Übermorgen;Mark Forster;2020;
Unwritten;Natasha Bedingfield;2004;
Until You're Mine;Demi Lovato;2008;
U Got Nothin' on Me;Demi Lovato;2009;
Up All Night;Owl City;2005;
Umbrella Beach;Owl City;2009;
Up in the Air;30 Seconds to Mars;2013;
Un Kilo;Zucchero;2006;
U Smile;Justin Bieber;2010;
Ugly;2NE1;2011;
Unity;Alan Walker;2019;
Una Finestra Tra Le Stelle;Annalisa;2015;
uno dos tres;el simbolo;2003;
Va Va Voom;Nicki Minaj;2012;
Vrede op aarde;Samson & Gert;2008;
Voulez-Vous;ABBA;2014;
Vervaldag;Bart Peeters;2011;
Violet Hill;Coldplay;2008;
Viva La Vida;Coldplay;2008;
Vrij Zijn;Marco Borsato;2006;
Volare;Fabio Rovazzi & Gianni Morandi;2017;
Vanity;Lady Gaga;2009;
Vorrei ma non posto;J-Ax & Fedez;2017;
Villa mon cul;Font et Val;1978;
Vertige de l'amour;Alain Bashung;1980;
Vrijgezel;Benny Neyman;1996;
Vice versa;Francesco Gabbani;2020;
Vincent;Sarah Connor;2019;
Va Bene;L'algerino;2018;
Viva Forever;Spice Girls;1996;
Veinte por ciento;Tronic;2008;
Vienna Calling;Falco;1985;
Vivre ou survivre;Nadiya;2007;
Vara Vänner;Jakob Hellman;1989;
Volcano Man;Will Ferrell & Rachel Mc Adams;2020;
Vanilla Twilight;Owl City;2009;
Volevo te;Giusy Ferreri;2015;
Valahol egy férfi vár;Zséda;2009;
Viva las Vegas;ZZ Top;1992;
Vulnerable;Selena Gomez;2020;
Végre;Ákos;1998;
Vincero;Annalisa;2015;
Verdronken vlinder;Boudewijn de Groot;1966;
We Will Rock You;Forever Young;2003;
What i like about you;5 Seconds of Summer;2014;
We Must Be Crazy;Milow;2014;
Who I Am;Jonas Brothers;2009;
When You Look Me in the Eyes;Jonas Brothers;2007;
Work It Out;Jonas Brothers;2008;
Whip It;Nicki Minaj;2012;
Wasteland;10 Years;2004;
Walking In The Air;The Snowman;1987;
When Your Heart Stops Beating;+44;2006;
We Own It;2 Chainz & Wiz Khalifa;2013;
Winda do Nieba;2 Plus 1;1978;
When I'm Gone;3 Doors Down;2000;
When You’re Young;3 Doors Down;2011;
What's Up;4 Non Blondes;1992;
Woo Hoo;The 5.6.7.8's;2007;
Walk Me Home;P!nk;2019;
Whisper;A Fine Frenzy;2007;
What's Going On;A Perfect Circle;2004;
When The Levee Breaks;A Perfect Circle;2004;
Womanizer;Britney Spears;2008;
Wake Me Up Before You Go-Go;Wham!;1984;
Waterloo;ABBA;1974;
We're Looking for the Whales;A-Ha;2010;
Whataya Want From Me;Adam Lambert;2009;
We Own The Night;The Wanted;2013;
Walks Like Rihanna;The Wanted;2013;
Wild Wild West;Will Smith;1999;
When You Were Young;The Killers;2006;
When All Is Said And Done;ABBA;2014;
When I Kissed The Teacher;ABBA;2014;
Wake Me Up;Avicii;2013;
Wake Me Up;Avicii;2013;
Without You;Avicii;2017;
Waiting For Love;Avicii;2015;
White Shadows;Coldplay;2005;
We Are Golden;MIKA;2009;
Wake Up Call;Maroon 5;2007;
When I Was Your Man;Bruno Mars;2012;
Waarom Nou Jij;Marco Borsato;2002;
Whole Lotta Rosie;AC/DC;2014;
What Goes Around.../...Comes Around (Interlude);Justin Timberlake;2006;
We R Who We R;Ke$ha;2014;
Waikiki Beach;Ch!pz;2007;
Wheel of Fortune;Ace of Base;2015;
Watch Me;Zendaya & Bella Thorne;2012;
Wieder Lila;Sambra & Capital Bra;2019;
World of confusion;Space Master;1996;
Wie kan mij vertellen;André Hazes Jr;2017;
Why not me;Alexander Rybak;2010;
Wild & Free;Lena Meyer-Landrut;2015;
Whatever you want;Status Quo;1979;
We Don't Need Another Hero (Thunderdome);Tina Turner;1985;
Wild Dances;Ruslana;2004;
Wo bist du;Spider Murphy Gang;1982;
When You Look At Me;Christina Milian;2001;
When the Rain Begins to Fall;Jermaine Jackson & Pia Zadora;1984;
What's Love Got To Do With It;Tina Turner;1985;
Walking The Wire;Imagine Dragons;2017;
Watching You;Rogue Traders;2006;
When It All Falls Apart;The Veronicas;2005;
White Winter Hymnal;Fleet Foxes;2008;
Waterfall;The Stone Roses;1989;
Wannabe;Spice Girls;1996;
Who do you think you are?;Spice Girls;1996;
Wherever I Lay My Hat;Paul Young;1985;
Welcome to tomorrow;Snap!;1994;
Want;Taemin;2019;
With Every Heartbeat;Robyn & Kleerup;2008;
What's Going On;Casey Donovan;2005;
Waiting for the Night;Ghost;2013;
Wannabe;Spice Girls;1996;
Wannabe;Spice Girls;1996;
Why;Enigma;1992;
Week end;Lorie;2003;
When the Going Gets Tough, the Tough Get Going;Billy Ocean;1985;
Wenn sie tanzt;Max Giesinger;2016;
When there was me and you;High School Musical;2006;
What I´ve Been Looking For;High School Musical;2006;
We're All In This Together;High School Musical;2006;
We Cry;The Script;2008;
What's Love Got To Do With It;Kygo & Tina Turner;2020;
When can I see you again;Owl City;2012;
West Coast Friendship;Owl City;2008;
When I Find Love Again;James Blunt;2013;
Waiting For Tonight;Jennifer Lopez;1999;
Walking On Sunshine;Jennifer Lopez;2001;
World In Our Hands;Taio Cruz;2011;
Wouldn´t Change A Thing;Demi Lovato;2010;
Without Love;Hairspray;2007;
Where Do Broken Hearts Go;Whitney Houston;1987;
Walking On Sunshine;Katrina And The Waves;1985;
Wacht Maar Tot Ik Koning Ben;De Leeuwenkoning;2009;
Wo noch niemand war;Disney's Eiskönigin 2;2019;
Wie Kan Mij Vertellen;Andre Hazes Jr.;2017;
Wide Boy;Nik Kershaw;1984;
Wouldn´t It Be Good;Nik Kershaw;1984;
We will stop you;ZSK;2006;
Wake Up;Madison Reyes;2020;
Wake Up;Madison Reyes;2020;
Youngblood;5 Seconds of Summer;2018;
You And Me (In My Pocket);Milow;2011;
You Don't Know;Milow;2006;
Your Biggest Fan;Jonas Brothers;2010;
Ya Ya Yippee;K3;2006;
You Are the One;A-Ha;1988;
You Make Me;Avicii;2013;
Yellow;Coldplay;2000;
Yes;Coldplay;2008;
Young Girls;Bruno Mars;2012;
Your Love Is My Drug;Ke$ha;2010;
You Can´t Hurry Love;Still Collins;2016;
You're my Heart You're my Soul;Modern Talking;1984;
You're my heart you're my soul 98;Modern Talking;1998;
You're my heart you're my soul 2017;Modern Talking;2017;
You Can Win If You Want 98;Modern Talking;1998;
You are not alone;Modern Talking;1999;
You To Me Are Everything;The Real Thing;1976;
You Are The Only One;Sergey Lazarev;2016;
You Cant Always Get What You Want;The Rolling Stones;1978;
You Were There;Ico;2002;
Year of Summer;Wildstylez & Niels Geusebroek;2012;
Your Man;Josh Turner;2005;
You're a woman;Bad Boys Blue;1985;
You Can't Hurry Love;The Concretes;2003;
You Said No;Busted;2002;
You Need to Calm Down;Taylor Swift;2019;
You Belong With Me;Taylor Swift;2008;
You Used To Hold Me;Calvin Harris;2009;
You Can’t Stop the Beat;Hairspray;2007;
You;Pierre Charby;1973;
You should be dancing;Bee Gees;1976;
You win again;Bee Gees;1987;
You Can´t Hurry Love;Phil Collins;1982;
You´ll Be In My Heart;Phil Collins;1999;
You Can't Touch This;MC Hammer;1990;
You're Beautiful;James Blunt;2004;
You Are the Music in Me;High School Musical 2;2007;
Y.M.C.A.;Village People;1978;
Zeil je voor het eerst;Bart Kaëll;1991;
Zelden Of Nooit;Bart Peeters;2010;
Zij Gelooft In Mij;André Hazes;2012;
Zoutelande;Bløf;2017;
Zoutelande [DUET];Bløf;2017;
Zij weet het;Tino Martin;2018;
Zero;Imagine Dragons;2018;
Zingarella;Enrico Macias;1988;
Zombie;Ran-D;2017;
Zuhause;Max Giesinger;2018;
Zero Gravity;Kate Miller-Heidke;2019;
Zo Jong;De Kreuners;1990;
Zo ver weg;Guus Meeuwis;1996;
Zitti E Buoni;Måneskin;2021;
